date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
6/17/2002,,,,,,,,,,,,,,,,,,,,,-3,0,12,15
6/18/2002,51,222,51,15,0,0,,,,,,,0,0,0,-3,0,0,0,6,42,0,9,348
6/19/2002,453,12,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,3,0,27,144
6/20/2002,309,3,12,60,6,0,,,,,,,0,0,0,0,0,0,0,0,0,12,12,12
6/21/2002,21,141,12,30,3,0,,,,,,,0,0,0,0,0,0,0,0,0,0,192,129
6/22/2002,69,0,39,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,405,252
6/23/2002,402,153,39,0,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,375,0
6/24/2002,-18,-30,-9,-3,-9,-6,-15,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,357
6/25/2002,105,426,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,147,630
6/26/2002,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,48,522
6/27/2002,300,819,174,0,0,69,6,9,0,0,0,0,0,0,3,3,0,42,12,69,783,42,24,633
6/28/2002,450,396,60,3,3,-3,3,42,342,15,168,0,-3,3,30,0,0,0,9,6,3,0,12,105
6/29/2002,339,318,252,12,3,-3,-9,15,0,0,0,0,0,3,0,3,9,12,39,6,135,153,378,156
6/30/2002,9,0,0,0,0,-3,-63,12,-9,3,0,0,0,0,0,3,0,0,0,-9,0,0,132,156
7/1/2002,357,66,9,-9,-6,-3,3,0,0,0,0,0,0,0,0,0,3,9,9,21,3,21,21,30
7/2/2002,75,48,9,3,0,9,6,18,3,0,0,-3,36,171,60,0,9,3,24,0,6,0,0,0
7/3/2002,-12,-12,-18,-3,-3,-12,-6,-6,-12,-6,0,0,0,0,0,0,0,0,0,15,75,99,318,330
7/4/2002,72,12,105,-6,12,48,27,90,81,9,0,0,0,0,0,0,0,0,12,90,702,138,21,
7/5/2002,6,72,0,0,0,0,24,3,0,0,0,0,6,3,12,9,126,309,0,165,57,273,195,387
7/6/2002,237,306,24,0,6,96,75,0,0,0,0,45,21,9,129,84,177,123,30,231,111,177,714,216
7/7/2002,129,9,12,3,-402,6,0,444,6,3,0,0,0,9,54,57,117,84,312,171,432,48,0,93
7/8/2002,36,27,9,0,3,3,0,-3,-12,0,-147,-72,0,-6,15,27,87,378,294,387,33,363,513,351
7/9/2002,36,84,78,30,15,3,3,3,0,0,0,-3,3,0,0,-3,0,0,3,0,33,9,-6,159
7/10/2002,714,207,57,39,27,15,3,3,0,15,0,0,0,0,0,0,39,87,141,420,126,57,264,84
7/11/2002,27,30,36,12,9,30,12,9,0,105,36,15,6,3,6,162,240,399,192,435,276,231,159,141
7/12/2002,0,0,0,0,0,0,3,0,0,0,3,3,3,-3,57,33,39,45,78,48,84,39,18,18
7/13/2002,0,15,0,0,0,3,0,0,0,0,0,0,0,-3,3,0,12,24,126,153,66,81,6,12
7/14/2002,33,18,15,6,3,-3,6,0,0,0,0,0,0,-3,0,9,3,6,6,162,291,246,129,36
7/15/2002,39,33,0,3,0,0,12,48,0,0,0,0,0,-3,0,9,0,0,0,114,9,39,9,39
7/16/2002,213,51,78,9,15,51,171,45,-9,0,0,0,0,0,0,0,0,0,15,-3,21,0,84,111
7/17/2002,168,180,60,0,-3,9,45,9,-6,0,0,0,0,0,3,0,0,0,9,3,12,6,12,0
7/18/2002,195,141,30,15,3,15,30,39,3,-3,3,0,0,3,0,3,-3,3,15,12,3,9,18,51
7/19/2002,75,195,84,9,0,12,60,18,0,0,0,0,0,9,57,84,0,15,0,0,33,0,12,6
7/20/2002,75,84,24,0,0,6,15,3,-3,0,3,0,0,3,21,195,3,18,0,0,0,18,21,87
7/21/2002,75,42,0,-3,0,3,18,0,-3,-9,3,0,3,0,12,36,24,6,-3,9,15,78,30,9
7/22/2002,6,18,3,3,0,21,15,9,0,0,-9,0,51,9,6,9,30,-21,6,3,0,0,0,0
7/23/2002,12,24,18,0,3,0,3,0,0,0,3,0,3,9,9,6,39,15,3,6,12,0,0,0
7/24/2002,27,60,6,3,3,0,3,0,0,3,0,3,3,0,6,15,96,12,6,3,9,6,0,-6
7/25/2002,6,6,3,0,3,33,18,6,6,9,-3,-9,-9,42,9,12,48,21,3,6,0,-3,9,3
7/26/2002,3,12,-3,3,0,3,0,0,0,0,0,3,-3,6,0,0,-3,3,0,0,3,0,3,3
7/27/2002,6,0,0,0,3,0,0,0,0,0,0,0,0,15,30,39,33,45,18,0,9,0,3,3
7/28/2002,6,27,6,0,0,0,0,6,0,0,-3,0,-3,0,3,3,0,33,3,18,3,3,3,15
7/29/2002,24,21,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,0,-3,9,6,0,18
7/30/2002,6,30,6,6,0,0,0,0,0,0,0,0,-3,9,3,3,3,0,0,0,6,9,6,27
