date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2003,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
6/16/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/17/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,9,0
6/18/2003,0,20,0,0,0,4,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/19/2003,0,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,-1
6/20/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,0,0,0,0
6/21/2003,1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,3,0,0,0
6/22/2003,7,0,4,0,1,0,0,0,0,,,,,,,0,0,0,0,0,90,1,0,56
6/23/2003,9,39,1,9,7,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/24/2003,29,9,1,2,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/25/2003,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6/26/2003,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,26,3,23,0
6/27/2003,0,3,13,0,2,3,0,0,0,0,0,0,0,0,3,0,7,17,11,134,0,38,0,1
6/28/2003,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
6/29/2003,1,32,4,-1,27,8,0,29,-2,3,2,-1,3,0,0,0,0,0,-13,0,0,0,0,2
6/30/2003,0,0,-9,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0
7/1/2003,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,18,14,0,14,7
7/2/2003,46,19,24,0,5,0,0,0,0,-1,0,0,0,0,2,0,0,21,2,4,10,22,3,5
7/3/2003,1,4,0,5,0,0,0,0,0,0,0,0,-2,0,-1,0,-1,1,0,12,5,0,0,0
7/4/2003,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-11,31
7/5/2003,1,-4,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,11,39,11,3,0
7/6/2003,1,0,0,19,53,2,3,2,1,0,0,0,0,2,0,0,0,17,19,4,0,0,235,9
7/7/2003,16,53,61,11,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,7,46
7/8/2003,43,148,21,38,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,16,0,32
7/9/2003,18,48,40,61,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,1
