date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2004,,,,,,,,,,,,,,,,,,,,,0,0,1,1
6/17/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
6/18/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/20/2004,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,3,27
6/21/2004,11,3,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,4,66,13,7,1,3
6/22/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6/23/2004,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,36,42,6,5
6/24/2004,5,5,7,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2004,5,0,-8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,10,3,20
6/26/2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
6/27/2004,10,30,17,95,27,13,0,0,0,0,0,0,0,1,0,0,0,0,7,10,1,12,4,17
6/28/2004,76,110,106,7,25,22,9,1,0,0,0,0,1,0,0,0,0,0,0,29,21,82,8,18
6/29/2004,38,24,85,63,68,40,8,0,0,0,0,0,0,0,1,0,2,10,3,25,10,19,15,26
6/30/2004,13,12,3,2,0,6,6,7,2,4,0,2,0,0,6,26,6,13,9,9,2,10,3,38
7/1/2004,18,8,4,1,0,0,13,3,10,1,0,0,7,0,13,22,12,20,4,25,4,6,1,0
7/2/2004,2,-2,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0,-2,0,7,35,6,0,17,0,0
