date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
6/24/1993,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6/25/1993,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0
6/26/1993,-6,2,4,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,4,2,0
6/27/1993,0,2,2,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6/28/1993,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6/29/1993,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6/30/1993,0,0,2,2,0,0,,,,,,,0,0,0,0,0,0,0,2,18,2,26,0
7/1/1993,0,4,2,0,2,0,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0
7/2/1993,2,8,4,12,2,0,,,,,,,0,0,0,4,30,10,12,20,38,8,4,0
7/3/1993,12,10,8,4,0,0,,,,,,,0,0,0,0,0,2,0,24,8,44,16,4
7/4/1993,,,,,,,,,,,,,,,,,,,,,,,,
7/5/1993,5,46,15,1,1,0,2,0,3,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,5
7/6/1993,0,0,0,0,0,0,,,,,,,0,0,0,0,8,0,-2,0,0,4,4,106
7/7/1993,90,12,8,12,10,4,,,,,,,0,0,0,0,0,-2,0,0,0,0,4,0
7/8/1993,10,2,2,6,0,0,,,,,,,0,0,2,0,0,0,6,0,0,8,40,22
7/9/1993,20,2,14,6,2,0,,,,,,,-2,0,0,-2,0,2,0,0,0,0,0,2
7/10/1993,6,8,6,2,0,0,,,,,,,0,0,0,0,0,12,0,2,28,20,202,86
7/11/1993,,,,,,,,,,,,,,,,,,,,,,,,
7/12/1993,123,109,58,31,45,28,4,0,3,5,0,0,0,5,2,0,0,0,0,7,2,70,168,395
7/13/1993,774,246,76,16,10,34,,,,,,,0,18,12,18,94,782,74,126,20,36,1318,454
7/14/1993,656,542,94,28,4,8,,,,,,,18,24,4,18,4,0,0,104,18,32,106,98
7/15/1993,166,146,24,0,2,4,,,,,,,0,0,0,0,0,0,0,0,0,46,6,128
7/16/1993,94,72,12,18,6,6,,,,,,,0,0,0,0,0,0,0,2,0,0,0,68
7/17/1993,70,218,56,4,24,18,,,,,,,0,0,-4,0,0,4,0,0,0,10,34,60
7/18/1993,,,,,,,,,,,,,,,,,,,,,,,,
7/19/1993,545,404,247,264,258,564,446,13,3,0,0,1,2,8,11,5,71,45,34,136,105,324,1478,1340
7/20/1993,1574,600,220,184,60,60,,,,,,,4,0,16,16,32,68,58,28,210,130,114,862
7/21/1993,906,436,136,62,50,100,,,,,,,2,0,2,22,66,24,82,48,26,110,1526,872
7/22/1993,424,694,342,116,56,332,,,,,,,2,4,-2,0,16,56,184,80,558,524,630,866
7/23/1993,460,334,96,34,4,134,,,,,,,4,4,2,2,6,82,114,246,266,110,76,64
7/24/1993,94,90,274,56,28,52,,,,,,,8,2,2,6,-6,0,14,18,10,14,54,142
7/25/1993,,,,,,,,,,,,,,,,,,,,,,,,
7/26/1993,355,152,48,51,43,317,84,50,18,2,0,8,14,18,13,21,9,10,7,4,15,77,192,391
7/27/1993,398,428,182,18,14,118,,,,,,,4,8,24,6,10,0,0,6,18,10,82,288
,,,,,,,,,,,,,,,,,,,,,,,,
