date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2006,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
6/23/2006,10,5,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6/24/2006,0,-1,-23,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6/25/2006,0,3,-8,-2,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,34,9
6/26/2006,150,115,53,8,0,21,7,14,1,0,0,8,0,0,0,1,0,0,4,2,2,32,47,87
6/27/2006,183,272,89,12,2,5,7,0,1,-2,1,0,2,2,0,0,16,72,50,73,32,38,18,19
6/28/2006,15,10,24,5,3,-1,1,0,-4,-9,-82,-69,-187,-55,-53,-56,-23,-21,-68,-55,-18,-1,0,-3
6/29/2006,-29,-34,-116,-47,-22,0,-3,0,3,0,0,-1,-9,-2,0,-2,1,1,1,1,0,-1,0,3
6/30/2006,28,3,26,-14,-5,-3,6,-5,0,0,0,-2,-3,11,-5,-18,-9,1,-3,2,6,9,6,5
7/1/2006,11,25,29,56,56,18,-2,0,8,1,-1,2,-3,2,2,89,13,26,178,270,53,39,64,108
7/2/2006,114,55,86,8,9,-1,-13,0,0,0,0,0,0,3,1,0,14,4,3,15,-6,220,421,269
7/3/2006,344,44,93,120,42,49,20,10,6,4,3,0,52,23,9,2,9,5,4,5,4,0,-3,6
7/4/2006,14,27,34,34,14,7,0,0,4,1,0,0,0,12,37,12,6,3,8,25,65,9,18,20
7/5/2006,629,526,137,107,8,7,8,6,15,11,4,51,44,40,30,8,3,6,1,2,7,3,8,88
7/6/2006,214,201,63,40,72,54,10,6,1,0,9,22,96,159,86,60,56,92,28,105,83,81,56,91
7/7/2006,170,58,24,7,3,3,2,1,1,1,6,2,7,12,45,47,128,259,151,70,22,6,7,13
7/8/2006,15,35,7,1,1,-1,0,-1,0,-1,0,0,1,2,4,6,8,18,68,101,84,46,136,132
7/9/2006,136,106,58,27,0,3,5,5,2,-8,-6,-3,49,3,4,9,12,21,58,17,23,16,29,46
7/10/2006,13,5,5,3,5,9,6,8,1,1,-1,3,3,0,2,9,31,8,145,79,239,55,11,35
7/11/2006,47,80,22,25,20,16,8,7,-1,0,2,-1,35,5,3,6,8,24,18,36,35,52,17,20
7/12/2006,17,19,4,1,2,2,5,4,-1,1,2,0,-4,13,15,43,17,3,15,12,9,5,6,3
7/13/2006,-2,1,-5,-1,0,0,0,1,6,-1,-2,2,-2,2,2,0,1,6,59,34,3,8,-5,1
7/14/2006,0,0,-8,-2,-1,-5,-7,-20,-6,0,0,0,1,1,-3,0,2,6,5,-4,3,6,5,1
7/15/2006,17,25,1,0,0,1,2,-2,3,-2,0,0,-1,-1,-1,-13,-5,-7,9,65,-5,-4,-7,-7
7/16/2006,8,-7,-3,-5,0,2,-1,0,-1,0,0,-1,0,0,0,-1,-1,2,1,8,5,12,45,88
7/17/2006,43,1,0,0,0,1,0,1,6,29,7,7,4,0,1,-1,15,0,6,9,14,14,29,56
7/18/2006,32,0,4,-1,0,0,2,2,5,11,-2,6,1,0,-1,2,4,5,3,6,1,4,3,-2
7/19/2006,2,4,9,1,2,4,2,8,9,1,0,0,0,-2,2,2,11,10,8,9,14,16,27,19
7/20/2006,22,43,4,6,3,8,7,15,34,3,11,0,2,0,5,4,2,10,17,10,70,32,40,40
7/21/2006,10,5,2,1,0,0,5,0,0,1,-1,1,0,0,1,3,5,3,2,2,3,5,1,1
