date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
6/27/1989,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
6/28/1989,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6/29/1989,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6/30/1989,0,0,4,2,0,4,,,,,,,0,0,0,0,,,,,,,,
7/1/1989,,,,,,,,,,,,,,,,,,,,,,6,4,26
7/2/1989,,,,,,,,,,,,,,,,0,0,0,0,8,38,8,4,48
7/3/1989,117,137,7,3,0,1,0,0,0,0,0,0,0,0,0,-1,2,-1,25,32,90,17,2,27
7/4/1989,82,86,58,0,4,0,,,,,,,0,0,0,0,0,0,0,0,22,50,348,32
7/5/1989,16,12,2,4,0,0,,,,,,,0,0,4,0,0,0,0,22,8,4,8,0
7/6/1989,2,4,44,0,0,0,,,,,,,0,-2,0,2,0,0,0,2,12,0,0,6
7/7/1989,6,44,92,28,8,0,,,,,,,-2,0,2,2,2,4,26,46,142,310,54,30
7/8/1989,20,80,250,58,28,42,,,,,,,0,2,30,210,20,18,60,230,148,154,736,488
7/9/1989,,,,,,,,,,,,,,,,,,,,,,,,
7/10/1989,5,8,272,159,67,15,3,0,0,0,1,0,0,2,0,0,0,0,1,0,2,6,1,1
7/11/1989,10,24,42,20,36,0,,,,,,,0,0,0,0,12,0,0,0,10,-2,0,22
7/12/1989,2,40,258,278,56,32,,,,,,,2,0,0,0,2,2,0,26,36,26,84,82
7/13/1989,40,26,124,238,144,44,,,,,,,0,4,4,2,12,132,18,28,74,26,132,292
7/14/1989,62,12,80,18,6,58,,,,,,,4,30,42,116,104,38,62,110,64,68,28,62
7/15/1989,28,64,56,6,34,40,,,,,,,0,2,0,0,62,66,24,12,302,430,222,46
7/16/1989,,,,,,,,,,,,,,,,,,,,,,,,
7/17/1989,86,92,206,151,23,24,13,8,2,-1,2,7,5,3,7,-7,6,18,128,320,248,120,160,167
7/18/1989,292,158,108,184,32,22,,,,,,,-2,2,-2,4,8,70,66,134,160,178,280,438
7/19/1989,128,12,104,28,8,56,,,,,,,-6,0,4,12,8,16,22,8,24,150,54,132
7/20/1989,54,38,16,14,4,102,,,,,,,0,2,6,2,-10,0,8,-4,22,60,84,74
7/21/1989,144,146,62,104,16,68,,,,,,,2,0,0,0,6,2,8,140,22,202,224,124
7/22/1989,412,198,34,8,-4,4,,,,,,,0,2,-18,4,2,4,80,-2,16,118,298,90
7/23/1989,,,,,,,,,,,,,,,,,,,,,,,,
7/24/1989,561,513,160,113,77,60,20,7,2,4,3,0,0,4,1,2,-89,12,99,12,55,28,56,104
7/25/1989,312,232,344,308,30,26,,,,,,,0,0,2,0,-2,-6,12,8,88,40,-4,40
7/26/1989,126,62,98,8,40,16,,,,,,,0,0,6,8,4,42,98,160,50,94,114,208
7/27/1989,98,124,120,132,134,74,,,,,,,6,-28,0,-38,6,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
