date,X0000,X0100,X0200,X0300,X0400,X0500,X0600,X0700,X0800,X0900,X1000,X1100,X1200,X1300,X1400,X1500,X1600,X1700,X1800,X1900,X2000,X2100,X2200,X2300
,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2003,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
6/16/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/17/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/18/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/19/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/20/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/21/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/22/2003,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/23/2003,0,0,3,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0
6/24/2003,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,1
6/25/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6/27/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6/28/2003,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2003,0,2,2,-2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6/30/2003,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2003,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7/2/2003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1
7/3/2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1
7/4/2003,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7/6/2003,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1
7/7/2003,2,3,10,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10
7/8/2003,11,41,6,6,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,9
7/9/2003,10,13,24,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,3
